recording,spike_count,duration_s,freq_hz,frac_0_20ms,frac_20_80ms,frac_80_200ms,haz_0_20ms,haz_20_80ms,haz_80_200ms,haz_200_400ms
MAL11E,11537,1963.94226,5.873899775444518,0.050190707350901524,0.38349514563106796,0.26629680998613037,0.012835418297764746,0.04289705960082197,0.02639205616683697,0.025435990351082183
CBA1R8C1,9160,2099.15753,4.363178974948106,0.00491320013101867,0.3114968883065837,0.30123375914401135,0.001230516892144641,0.0311787304517876,0.02414111901126752,0.019501907589331742
