MAL11E,CBA1R8C1
CCK955,CCK 600
OT,OT
,nal1200
,CCK1500
,
1043.33912,1388.41638
1043.36264,1388.53797
1043.50148,1389.49603
1043.57215,1389.57934
1043.6018,1389.66771
1043.65099,1389.74763
1043.73623,1390.06372
1043.84813,1390.12485
1043.86461,1390.18011
1043.93607,1390.76704
1043.96668,1390.79268
1044.05215,1391.08002
1044.09539,1391.24846
1044.17253,1391.31889
1044.82643,1391.40351
1044.86898,1391.8058
1045.01517,1392.23429
1045.10355,1392.56292
1045.14984,1392.59228
1045.20317,1392.63139
1045.23144,1392.71765
1045.3229,1392.75498
1045.69474,1392.86213
1045.71943,1393.47829
1045.78124,1393.60411
1046.22651,1393.88316
1046.26655,1393.97573
1046.30446,1394.18887
1046.32179,1394.41791
1046.34445,1394.47875
1046.39664,1394.82988
1046.48759,1395.25085
1046.62547,1395.32306
1046.75585,1395.37086
1046.88637,1395.90087
1046.92424,1395.97933
1046.95698,1396.04494
1046.9814,1396.16482
1046.99772,1396.29841
1047.03585,1396.90752
1047.07748,1396.95037
1047.19677,1397.01832
1047.22251,1397.11979
1047.38155,1397.178
1047.41451,1397.58303
1047.52035,1397.64915
1047.97109,1397.73116
1048.00766,1398.13937
1048.35829,1398.18348
1048.43515,1398.73594
1048.47222,1398.9181
1048.68477,1399.09828
1048.95923,1399.23464
1048.98163,1399.37848
1049.03314,1399.75843
1049.05751,1399.97588
1049.1134,1399.99572
1049.47495,1400.14299
1049.55286,1400.24976
1049.71179,1400.40081
1049.75908,1400.88642
1049.79182,1401.07886
1049.92516,1401.21791
1050.25133,1401.58752
1050.60141,1401.68461
1050.85938,1401.72352
1051.04766,1402.16226
1051.12314,1402.2365
1051.17327,1402.63984
1051.2409,1402.68043
1051.27923,1402.71335
1051.31817,1402.74715
1051.36635,1403.0336
1051.40485,1403.39498
1051.7034,1403.42507
1051.92978,1403.46142
1052.17231,1403.98484
1052.42142,1404.04558
1052.73466,1404.08753
1052.91166,1404.11443
1052.96003,1404.60268
1053.14519,1404.63308
1053.18161,1404.71136
1053.20898,1404.77695
1053.28487,1405.38004
1053.35741,1405.67043
1053.5787,1405.79119
1053.60986,1406.15099
1053.64209,1406.23451
1053.68382,1406.33115
1053.72199,1406.45817
1053.74959,1406.51438
1053.82309,1406.56859
1053.86011,1407.46234
1054.37425,1407.52786
1054.41949,1407.56892
1054.65893,1407.77574
1054.70541,1407.84595
1054.73856,1408.27456
1054.8073,1408.49432
1055.10935,1408.52289
1055.14508,1408.583
1055.28421,1408.6594
1055.40785,1408.84082
1055.51642,1409.06846
1055.56705,1409.12879
1055.58736,1409.24588
1055.65659,1409.32171
1055.67646,1409.87064
1055.7059,1410.19175
1055.73383,1410.24635
1055.75623,1410.3813
1055.8232,1410.75843
1055.97593,1410.81778
1056.00151,1411.00831
1056.09927,1411.23116
1056.59464,1411.60388
1056.75515,1411.66101
1056.8003,1412.02439
1057.1238,1412.07613
1057.29797,1412.15129
1057.34596,1412.45989
1057.46671,1412.90928
1057.5274,1412.98172
1057.62031,1413.12566
1057.68816,1413.29702
1057.74096,1413.46759
1057.87626,1413.52092
1058.16072,1413.64282
1058.42181,1413.83427
1058.69709,1414.05283
1058.82529,1414.38073
1058.85214,1414.64046
1059.04218,1414.92324
1059.24117,1415.09344
1059.34756,1415.27293
1059.37728,1415.46937
1059.40384,1415.62645
1059.46001,1415.92566
1059.48706,1415.97289
1059.50988,1416.03894
1060.10204,1416.37782
1060.26083,1416.56921
1060.30516,1416.6235
1060.60733,1416.65909
1060.63674,1416.69102
1060.71484,1416.9458
1060.83214,1417.62147
1060.90665,1417.73519
1061.21537,1418.31504
1061.24206,1418.3907
1061.50006,1418.44891
1061.72149,1418.80611
1061.80046,1418.9577
1062.17459,1419.14855
1062.2559,1419.36139
1062.59643,1419.433
1062.81265,1419.91363
1062.86818,1419.98355
1062.90134,1420.49117
1062.96348,1420.52859
1062.98811,1420.81024
1063.04378,1420.83986
1063.07715,1420.93657
1063.11886,1421.32455
1063.16726,1421.36169
1063.94409,1421.52584
1064.23753,1421.85514
1064.26899,1421.98895
1064.36554,1422.04037
1064.41762,1422.58033
1064.46194,1422.64501
1064.6113,1422.67475
1064.6296,1422.84186
1064.65132,1422.90727
1065.16761,1423.10828
1065.27703,1423.60485
1065.31394,1423.70374
1065.35176,1423.73206
1065.41972,1423.79221
1065.57562,1423.89145
1066.0012,1424.04904
1066.18378,1424.10798
1066.29739,1424.45765
1066.59539,1424.72617
1066.71201,1425.26044
1066.90768,1425.48376
1066.94305,1425.61976
1067.3646,1425.67083
1067.86222,1425.79651
1068.00783,1426.07278
1068.28239,1426.26573
1068.41978,1426.35206
1068.4431,1426.9275
1068.4557,1426.98187
1068.79936,1427.05668
1069.09245,1427.26349
1069.75064,1427.2978
1069.8801,1427.76132
1069.90198,1428.07942
1069.91839,1428.38056
1070.34582,1428.45039
1070.39062,1428.51733
1070.56368,1428.59612
1070.63077,1428.88982
1070.9284,1428.98711
1071.0211,1429.18235
1071.04834,1429.45004
1071.80776,1429.62339
1072.06968,1429.70185
1072.15201,1430.41288
1072.24961,1430.70393
1072.54378,1430.88227
1072.58129,1431.74403
1072.6011,1431.83646
1072.62638,1432.02077
1072.64924,1432.07546
1072.6758,1432.39517
1072.88774,1432.58884
1072.92793,1433.11664
1073.17716,1433.29603
1073.24001,1433.3266
1073.44606,1433.41351
1073.46801,1433.47419
1073.77097,1434.61878
1073.85834,1434.67531
1074.10906,1434.81471
1074.35963,1434.97128
1074.38559,1435.05043
1074.46612,1435.1813
1074.52099,1435.25397
1074.57685,1435.29641
1074.80478,1435.72226
1074.85341,1436.10852
1074.91276,1436.63177
1075.02815,1436.77931
1075.08713,1436.81848
1075.28493,1436.86606
1075.61355,1436.90015
1075.71255,1436.929
1075.90413,1437.01621
1075.98403,1437.47385
1076.02124,1437.53929
1076.03895,1437.60924
1076.31791,1438.12044
1076.35238,1438.97782
1076.49087,1439.21799
1076.5739,1439.27646
1076.78247,1439.32511
1076.8158,1439.47261
1077.081,1439.54072
1077.23524,1440.27241
1077.58759,1440.35335
1077.67269,1440.40499
1077.70641,1440.84972
1077.73191,1441.28293
1077.90735,1441.62232
1078.47269,1441.90725
1078.76543,1442.00402
1078.80951,1442.17409
1078.82745,1442.41524
1078.84377,1442.49664
1078.94869,1442.66478
1079.02963,1442.71813
1079.25713,1443.41106
1079.34598,1443.49949
1079.57408,1443.62977
1079.69049,1443.80076
1079.7085,1443.87529
1079.76943,1444.14905
1079.87875,1444.77736
1079.8966,1444.80907
1079.91485,1444.85753
1079.95472,1445.32572
1080.02144,1445.38323
1081.12212,1445.42351
1081.58288,1445.46766
1081.63053,1445.91916
1081.65609,1446.04656
1081.75591,1447.10111
1081.99563,1447.20039
1082.05368,1447.27076
1082.15162,1447.29792
1082.21641,1447.48919
1082.25479,1447.52216
1082.29445,1447.66969
1082.31827,1447.94642
1082.42671,1448.10295
1082.863,1448.40754
1083.06782,1448.56773
1083.08829,1448.70465
1083.1155,1448.81624
1083.16946,1448.89902
1083.27692,1449.25381
1083.3164,1449.64782
1083.64525,1449.82156
1084.20754,1449.99264
1084.23229,1450.05412
1084.32628,1450.45994
1084.39889,1450.54982
1084.85896,1450.79162
1084.948,1450.96313
1084.97744,1451.33214
1085.04224,1451.64744
1085.33782,1451.76751
1085.3527,1451.81328
1085.37743,1451.85886
1085.75941,1451.9551
1085.78815,1452.08021
1085.95033,1452.2803
1086.01878,1452.37047
1086.22831,1452.46376
1086.34012,1452.64275
1086.42113,1452.78017
1086.48576,1453.58863
1086.51866,1453.62101
1086.56361,1454.20181
1086.93634,1454.23349
1087.18481,1454.27932
1087.26886,1454.45826
1087.39897,1454.52533
1087.46992,1454.57316
1087.64813,1454.66915
1088.31875,1455.10978
1088.3809,1455.24103
1088.42921,1455.33009
1088.48741,1455.37785
1088.50703,1455.50119
1088.52392,1455.99096
1088.60552,1456.11218
1088.69545,1456.70222
1088.75249,1456.7969
1088.91334,1456.8743
1089.08838,1456.93424
1089.2547,1457.35313
1089.35673,1457.401
1089.70191,1457.42353
1090.15704,1457.80046
1090.26875,1457.84452
1090.32158,1457.93762
1090.35662,1458.13532
1090.3807,1458.16909
1090.40886,1458.25901
1090.68826,1458.68143
1090.71256,1458.99984
1090.78807,1459.06259
1090.81997,1459.28822
1091.09872,1459.50491
1091.15417,1459.8843
1091.32103,1460.41406
1091.41809,1460.44976
1091.45157,1460.50474
1092.0836,1460.57057
1092.1885,1460.70768
1092.43963,1460.83892
1092.53884,1461.1467
1092.68854,1461.19123
1092.72509,1461.22285
1092.74466,1461.9879
1092.78299,1462.4252
1093.10811,1462.62357
1093.14537,1462.64789
1093.23917,1463.12719
1093.41536,1463.22347
1093.43625,1463.30823
1093.49968,1463.36682
1093.69093,1463.82682
1093.97889,1464.35804
1094.1227,1464.85207
1094.22978,1464.87702
1094.24669,1464.95465
1094.50362,1465.358
1094.79849,1465.49838
1094.97039,1465.65318
1095.02153,1465.9866
1095.05908,1466.34554
1095.09884,1466.38595
1095.15257,1466.48814
1095.23357,1466.61993
1095.25562,1466.7414
1095.26696,1466.83169
1095.75059,1466.8561
1095.79915,1467.89487
1096.18149,1468.69931
1096.43229,1468.98005
1096.57434,1469.04654
1096.61839,1469.19347
1096.6481,1469.36511
1096.70726,1469.72034
1096.83832,1469.96475
1097.14922,1470.44994
1097.25038,1470.93457
1097.26559,1471.01513
1097.48623,1471.20934
1097.57982,1471.26193
1097.59449,1471.42206
1097.62958,1472.37597
1097.65094,1472.74994
1097.77791,1472.86068
1098.3881,1472.9785
1098.77591,1473.17684
1098.97777,1473.33138
1099.02831,1473.38962
1099.15018,1473.54902
1099.25714,1473.78336
1099.44475,1473.87524
1099.48228,1474.19374
1099.56167,1474.4282
1099.73168,1474.4903
1099.74527,1474.57846
1099.88769,1474.64886
1099.90342,1474.88928
1100.10212,1475.31891
1100.25252,1475.94757
1100.38939,1475.98589
1100.58735,1476.01324
1100.83389,1476.04396
1100.8787,1476.15633
1101.05271,1476.50061
1101.12589,1476.60772
1101.20269,1476.71916
1101.2372,1476.77455
1101.31409,1478.41296
1101.57473,1478.89735
1102.11895,1478.9614
1102.18865,1479.13273
1102.21946,1479.4155
1102.32047,1479.43847
1102.42716,1479.82322
1102.47534,1479.93123
1102.51986,1480.04692
1102.59333,1480.43929
1102.65204,1480.89392
1102.7519,1481.51262
1102.87822,1481.88403
1102.99638,1482.00757
1103.02997,1482.13259
1103.32851,1482.17179
1103.34466,1482.35483
1103.38207,1483.00111
1103.4014,1483.06462
1104.11745,1483.35492
1104.15471,1483.43087
1104.21296,1483.47354
1104.24345,1483.53865
1104.27069,1483.81592
1104.29788,1484.07518
1104.35832,1484.19509
1104.39363,1484.74474
1104.4642,1484.86105
1105.17192,1484.94417
1105.73591,1485.50456
1105.85232,1485.60835
1106.09643,1485.75673
1106.18405,1485.87719
1106.21252,1486.54467
1106.48449,1486.57692
1106.58451,1486.68309
1106.6304,1486.72298
1106.6958,1486.84239
1107.27137,1486.89752
1107.29201,1487.72839
1107.32365,1487.79473
1107.37574,1487.85288
1107.69298,1487.92477
1107.814,1488.16557
1107.88244,1488.37836
1107.94709,1488.45192
1107.96056,1488.69065
1108.01489,1489.31826
1108.37581,1489.35447
1108.49202,1489.39707
1108.6045,1489.68253
1108.91756,1489.8592
1108.96475,1489.99155
1109.0727,1490.60847
1109.12091,1490.7088
1109.15967,1490.77704
1109.95084,1490.90365
1110.07669,1491.53377
1110.14348,1491.68669
1110.17129,1491.72856
1110.19273,1492.67408
1110.23934,1492.80088
1110.26983,1492.84906
1110.30686,1493.07708
1110.83988,1493.10923
1110.90289,1493.13081
1111.04111,1493.57437
1111.06317,1493.62099
1111.21247,1494.33431
1111.29973,1494.36903
1111.32784,1494.3963
1112.06892,1494.42254
1112.34012,1494.49399
1112.46402,1494.52126
1112.48504,1494.87089
1112.51372,1495.35794
1112.67638,1495.41361
1113.0309,1495.56378
1113.07373,1495.81273
1113.11134,1495.868
1113.14403,1496.49373
1113.17972,1496.6034
1113.30902,1496.62638
1113.56298,1497.07146
1113.807,1497.35258
1114.05813,1497.38235
1114.11823,1497.4193
1114.13852,1497.44647
1114.55267,1497.51052
1114.67035,1498.27382
1114.79929,1498.34349
1114.89406,1499.15948
1114.92695,1499.27187
1115.17342,1499.36182
1115.25001,1499.49751
1115.27119,1499.56152
1115.32336,1499.59238
1115.5205,1499.63957
1115.68317,1499.84455
1115.82373,1500.43274
1115.85948,1500.58338
1115.9974,1500.76766
1116.12333,1500.86948
1116.21536,1500.92918
1116.41937,1501.03341
1116.49508,1501.10851
1116.5121,1502.22117
1116.54372,1502.3553
1116.58697,1502.72964
1116.71324,1502.78236
1116.74776,1503.53243
1117.1541,1503.67186
1117.21844,1503.73486
1117.36435,1503.88797
1117.55631,1504.08649
1117.76229,1504.74243
1118.01773,1504.78684
1118.03665,1504.80562
1118.16229,1505.29581
1118.2203,1505.68506
1118.35411,1505.75248
1118.44657,1505.96939
1118.49776,1506.13208
1118.74745,1506.19791
1118.94807,1506.33039
1118.99268,1506.44961
1119.12568,1506.57028
1119.25254,1506.64709
1119.285,1507.095
1119.30485,1507.25189
1119.61256,1507.65009
1119.6967,1508.04842
1119.84071,1508.09743
1120.23715,1508.2001
1120.25417,1508.27393
1120.49217,1508.35267
1120.55824,1508.41174
1120.61187,1508.65281
1121.52042,1509.60384
1121.5358,1509.8842
1121.57449,1509.99025
1121.64217,1510.03353
1121.78599,1510.29234
1121.8152,1511.19381
1121.88754,1511.29579
1122.07536,1511.52288
1122.10912,1511.557
1122.15191,1511.63213
1122.50031,1511.76652
1122.54429,1511.85345
1122.89035,1512.10527
1123.07855,1512.15723
1123.09507,1512.29295
1123.39611,1512.62202
1123.59445,1512.68371
1123.62538,1512.72914
1124.04383,1512.78818
1124.20299,1513.26417
1124.27201,1513.37278
1124.30874,1513.62122
1124.32468,1513.72323
1124.37252,1514.01964
1124.47569,1514.05503
1124.54642,1514.12118
1124.71831,1514.63141
1125.23875,1514.67227
1125.30842,1514.73542
1125.35663,1514.86573
1125.47145,1514.9165
1125.49664,1515.97121
1125.80052,1516.0876
1126.00926,1516.12235
1126.02972,1516.15765
1126.81609,1516.49193
1126.87168,1516.61339
1126.92991,1517.22333
1127.30179,1517.52952
1127.52287,1517.58697
1127.55173,1517.68168
1127.59928,1517.9403
1127.61749,1518.04285
1127.63699,1518.44912
1127.7033,1518.86619
1128.21641,1519.02122
1128.26791,1519.07523
1128.47153,1519.17541
1128.93064,1520.0738
1129.04336,1520.4057
1129.11868,1520.47625
1129.19596,1520.55224
1129.40179,1520.68041
1129.56118,1520.74579
1129.64802,1520.86383
1129.68714,1521.07756
1129.72183,1521.4856
1130.14589,1521.53089
1130.6884,1521.79499
1130.87293,1522.275
1130.89469,1522.359
1131.09269,1522.50142
1131.39882,1522.93566
1131.54638,1523.30326
1131.58551,1523.42705
1131.69059,1523.48932
1131.73275,1523.55252
1131.76538,1523.61174
1131.79873,1524.16626
1131.83647,1524.22067
1131.867,1524.68786
1131.94394,1524.75369
1131.96879,1524.84882
1132.44011,1524.99599
1132.46813,1525.0662
1132.5105,1525.29774
1132.59679,1525.35779
1132.62136,1525.45387
1133.18483,1526.13713
1133.20778,1526.41036
1133.22107,1526.52977
1133.24053,1526.60725
1133.28577,1526.62899
1133.3231,1526.6819
1133.68228,1526.86783
1133.79473,1527.32878
1134.08572,1527.39436
1134.16175,1527.42762
1134.3614,1527.47206
1134.55554,1528.32261
1134.93896,1528.44845
1135.00707,1528.51273
1135.26174,1528.60659
1135.322,1528.75811
1135.56405,1528.9713
1135.61273,1529.04383
1135.66456,1529.20872
1135.73322,1529.45322
1135.7675,1529.48511
1135.95179,1530.49417
1136.15686,1530.66648
1136.30794,1530.68718
1136.32917,1531.17098
1136.44328,1531.22875
1136.71517,1531.35666
1136.92737,1531.54345
1136.95336,1531.72106
1137.17455,1532.06489
1137.24039,1532.15967
1137.31183,1532.29418
1137.4445,1532.3555
1137.84174,1532.3944
1137.87495,1532.48903
1138.08933,1532.98087
1138.13725,1533.30337
1138.19176,1533.40303
1138.25072,1533.64243
1138.40369,1533.78829
1138.84628,1533.92714
1139.10895,1533.95806
1139.37839,1534.20648
1139.59103,1534.33125
1139.66332,1534.67312
1139.70626,1534.72478
1139.76041,1534.77862
1139.92882,1535.08764
1140.17276,1535.13395
1140.19496,1535.40894
1140.22301,1535.46956
1140.34282,1535.54596
1140.49363,1535.60052
1140.5431,1535.79562
1140.56697,1536.05373
1141.06139,1536.28527
1141.09469,1536.50075
1141.13608,1536.55597
1141.70301,1536.61154
1141.80277,1537.05993
1141.82624,1537.16699
1141.84382,1537.31931
1141.97709,1537.36981
1142.0289,1537.71602
1142.80566,1537.91414
1142.82909,1537.96893
1142.99755,1538.12159
1143.14985,1538.2043
1143.18293,1538.32111
1143.26638,1538.38867
1143.33116,1538.48113
1143.42255,1538.6297
1143.47575,1538.70582
1143.58926,1539.05307
1143.60974,1539.2876
1143.66338,1539.35238
1143.67929,1539.82232
1143.9097,1539.89277
1143.99589,1540.10598
1144.32646,1540.34059
1144.54112,1540.42032
1144.71593,1540.50074
1144.95859,1540.88797
1145.02153,1540.95025
1145.13931,1541.22175
1145.18767,1541.30798
1145.21671,1541.64196
1145.74019,1541.89869
1146.32768,1541.94693
1146.36053,1542.35678
1146.3879,1542.4189
1146.41841,1542.47441
1146.46464,1542.56769
1146.58032,1542.91308
1146.63562,1543.17555
1146.68583,1543.23069
1147.21132,1543.26548
1147.66805,1543.33281
1148.02495,1543.59418
1148.14759,1543.73256
1148.28813,1543.84981
1148.46104,1544.10582
1148.49153,1544.47845
1149.04935,1544.53402
1149.25977,1544.70449
1149.34523,1544.7914
1149.53297,1544.83361
1149.74162,1545.01694
1149.7672,1545.11108
1149.87315,1545.45954
1149.91628,1545.65477
1150.11801,1546.11249
1150.34324,1546.1739
1150.48895,1546.2749
1150.53026,1546.34847
1150.61196,1546.51159
1150.66884,1546.85266
1150.73933,1546.97681
1150.76315,1547.14694
1150.81575,1547.44983
1151.01732,1547.64532
1151.3499,1547.7845
1151.42353,1547.96062
1151.54747,1548.02629
1151.98161,1548.10948
1152.25264,1548.18343
1152.30122,1548.36226
1152.35779,1548.7096
1152.39495,1548.77787
1152.43715,1548.92956
1152.93893,1549.01659
1152.97488,1549.05515
1153.15955,1549.16688
1153.60441,1549.40016
1153.66038,1549.57314
1153.6747,1549.92555
1153.86535,1550.22715
1154.12317,1550.28681
1154.145,1550.36872
1154.27151,1550.41513
1154.60352,1550.57665
1154.78739,1550.77258
1154.80549,1550.85565
1154.83182,1551.1799
1155.26999,1551.46219
1155.36359,1551.56696
1155.40825,1551.68595
1155.61,1551.72928
1155.79743,1552.11843
1155.85903,1552.32375
1155.91137,1552.7505
1155.97322,1552.83133
1156.00586,1552.92579
1156.2209,1552.97661
1156.30957,1553.14796
1156.35468,1553.28199
1156.38232,1553.57079
1156.71793,1553.92751
1156.76085,1553.98316
1156.83088,1554.47503
1156.96496,1554.50661
1157.54862,1554.60179
1157.8044,1554.71895
1157.95059,1554.74691
1158.00471,1554.82007
1158.0663,1555.34688
1158.13846,1555.51453
1158.33521,1555.68726
1158.50739,1555.7654
1158.68618,1555.79504
1158.88953,1555.83727
1158.92351,1555.91772
1158.95234,1556.02488
1158.97068,1556.65087
1159.27297,1556.71139
1159.56861,1556.77208
1159.75908,1556.86473
1160.06737,1556.88796
1160.09755,1557.39614
1160.45885,1557.46099
1160.50676,1557.5305
1160.76221,1557.67104
1160.79508,1557.72338
1160.82473,1557.80384
1160.84138,1557.88814
1160.87177,1558.20096
1160.94366,1558.37101
1161.39492,1558.79687
1161.48297,1558.95827
1161.50161,1558.99683
1161.52002,1559.17921
1161.95113,1559.27766
1162.04799,1559.41078
1162.36052,1560.08861
1162.64413,1560.12565
1163.05557,1560.17544
1163.24821,1560.31796
1163.42239,1560.37364
1163.45106,1560.44536
1163.69373,1560.53153
1163.72563,1560.59398
1163.77445,1560.81151
1164.08095,1561.22901
1164.10973,1561.50784
1164.6099,1561.7317
1164.7342,1561.83051
1164.81554,1562.0496
1165.10096,1562.14318
1165.29138,1562.24772
1165.3596,1562.32923
1165.46659,1562.43159
1165.60747,1562.5044
1165.76076,1562.66236
1165.97007,1563.20349
1166.01338,1563.29487
1166.04439,1563.36495
1166.30242,1563.40967
1166.40946,1563.78233
1167.11364,1563.854
1167.16549,1563.91859
1167.30029,1564.32314
1167.48639,1564.65171
1167.51262,1564.71852
1167.56046,1564.76993
1167.60684,1565.29184
1167.63794,1565.62341
1167.68913,1565.88183
1167.96569,1565.93538
1168.13207,1566.1188
1168.51592,1566.1801
1168.66331,1566.31724
1168.84234,1566.48415
1168.85602,1566.91533
1169.1079,1567.01109
1169.15542,1567.09327
1169.47441,1567.18397
1169.54799,1567.26365
1169.73622,1567.33046
1169.84749,1567.76545
1169.89246,1567.8659
1169.95533,1567.96091
1169.99896,1567.99876
1170.67652,1568.43192
1170.8998,1568.48592
1171.07347,1568.74705
1171.11106,1568.84443
1171.2983,1568.90029
1171.54241,1568.96514
1171.58977,1569.2281
1171.7429,1569.47065
1172.0668,1569.54175
1172.20039,1569.70562
1172.34238,1570.25077
1172.36217,1570.2843
1172.51489,1570.33683
1172.77016,1570.66387
1172.93751,1570.81974
1173.07869,1571.12533
1173.14688,1571.33871
1173.46268,1571.37604
1173.72747,1571.55219
1173.77441,1571.74485
1174.15914,1571.80281
1174.22537,1572.03892
1174.29033,1572.13186
1174.43512,1572.1767
1174.47339,1572.23386
1174.88077,1573.11162
1174.90819,1573.35372
1174.9517,1573.40585
1175.12768,1573.44444
1175.2367,1573.47891
1175.29587,1573.53779
1175.32842,1573.67138
1175.38007,1573.89692
1175.7589,1574.06454
1175.8269,1574.14554
1176.16154,1574.5633
1176.2824,1574.66146
1176.30762,1574.69066
1176.36502,1574.71644
1176.54059,1575.51351
1176.83425,1575.70713
1176.99167,1575.74721
1177.02752,1575.83455
1177.12331,1576.04156
1177.1514,1576.07835
1178.00547,1576.18423
1178.02124,1576.30488
1178.1253,1576.34594
1178.20727,1576.68356
1178.22659,1576.87615
1178.59303,1576.93119
1178.62243,1576.99048
1178.66224,1577.37973
1178.72598,1577.67846
1178.74926,1577.81415
1178.78849,1578.08149
1178.80894,1578.28732
1179.47518,1578.5028
1179.93881,1578.69505
1180.11152,1578.75218
1180.22244,1578.92519
1180.25605,1579.05387
1180.29268,1579.473
1180.5632,1579.85194
1180.98422,1579.90523
1181.0183,1579.92607
1181.24561,1580.0574
1181.34237,1580.14377
1181.63227,1580.23223
1181.66748,1580.28041
1181.68203,1580.33706
1181.71377,1580.68308
1181.92288,1580.78613
1181.96757,1581.04
1182.26486,1581.33584
1182.51737,1581.48936
1182.58753,1581.55249
1182.73121,1581.6348
1182.94909,1581.67206
1183.14825,1582.02335
1183.24055,1582.10479
1183.33841,1582.14872
1183.4527,1582.34513
1183.47327,1582.56859
1183.71626,1582.649
1183.79124,1582.6832
1183.81785,1582.73282
1184.07679,1582.76936
1184.0986,1583.46658
1184.11603,1583.60547
1184.27222,1583.72745
1184.64492,1583.82692
1184.67128,1584.51912
1184.72441,1584.57705
1184.74291,1584.6498
1184.75967,1584.9251
1185.1026,1585.23666
1185.24226,1585.26539
1185.34986,1585.33109
1185.97417,1585.38993
1186.20943,1585.41866
1186.27562,1585.4941
1186.41786,1585.52597
1186.43772,1585.68983
1186.4966,1586.35513
1186.61422,1586.50592
1186.69288,1586.60835
1186.9153,1586.73483
1187.00794,1586.76981
1187.04752,1587.22546
1187.07967,1587.28183
1187.29364,1587.42043
1187.71238,1587.54196
1187.89635,1587.60131
1187.91525,1588.05824
1187.98282,1588.28134
1188.0595,1588.40918
1188.53922,1588.56779
1188.65277,1588.83992
1189.13925,1588.98963
1189.3159,1589.11165
1189.36056,1589.1477
1189.52466,1589.21055
1189.60992,1589.63595
1189.95151,1590.09877
1190.07419,1590.14372
1190.09306,1590.2111
1190.19181,1590.29197
1190.23895,1590.90689
1190.29958,1590.93844
1190.36976,1590.97076
1190.97806,1591.06289
1191.02785,1591.10922
1191.37644,1591.2691
1191.65263,1591.30211
1191.69143,1591.6483
1191.7427,1591.71955
1191.76924,1591.93954
1191.81525,1592.22262
1191.97391,1592.27433
1192.09404,1592.30839
1192.21074,1592.46143
1192.2766,1592.96167
1192.30022,1593.05407
1192.38655,1593.17455
1192.54862,1593.26971
1192.57755,1593.36722
1192.60311,1593.65954
1192.65768,1593.79246
1192.71196,1594.07605
1192.74153,1594.41398
1192.79828,1594.44512
1193.12004,1594.58465
1193.70174,1594.81866
1193.86092,1594.92594
1194.1654,1595.25435
1194.2478,1595.3698
1194.30922,1595.55479
1194.61284,1595.62751
1194.68095,1595.9238
1194.89514,1595.99293
1195.09307,1596.09475
1195.22649,1596.34238
1195.36063,1596.85384
1195.59251,1596.96813
1195.63966,1597.35553
1195.86677,1597.72696
1196.01139,1597.82015
1196.07134,1597.88035
1196.24983,1597.92387
1196.54441,1597.95158
1196.57804,1597.98694
1196.60037,1598.03448
1196.73999,1598.0772
1197.12189,1598.89161
1197.46732,1598.95159
1197.50366,1599.00646
1197.53025,1599.08674
1197.54613,1599.13146
1197.78358,1599.2409
1198.43564,1599.31212
1198.50635,1599.521
1198.79415,1599.86788
1198.93097,1600.21016
1199.10581,1600.33191
1199.18159,1600.42348
1199.33585,1600.50166
1199.58375,1600.54962
1199.76732,1601.29143
1200.11079,1601.50653
1200.28492,1601.6002
1200.32955,1601.83557
1200.37329,1601.89198
1200.42081,1602.01531
1200.48361,1602.09482
1200.54672,1602.21542
1200.58437,1602.35093
1200.61873,1602.7875
1200.66463,1602.92154
1200.69996,1603.04085
1200.73876,1603.18514
1201.09445,1603.26896
1201.2078,1603.39849
1201.56657,1603.50174
1201.6739,1603.55989
1202.09638,1603.70444
1202.16647,1604.30808
1202.39399,1604.46373
1202.536,1604.5745
1202.56361,1604.70343
1202.61047,1604.75218
1202.65513,1604.80798
1202.79399,1605.05327
1202.83403,1605.07967
1203.01909,1605.1741
1203.19021,1605.31012
1203.28452,1605.49333
1203.49469,1605.72694
1203.70468,1605.79657
1203.85346,1605.84535
1204.53828,1606.11467
1204.67632,1606.18306
1204.89333,1606.50332
1205.11258,1606.65275
1205.20648,1606.68207
1205.28053,1606.78064
1205.3147,1607.0703800000001
1205.51251,1607.15506
1205.5405,1607.22148
1205.57581,1607.3433
1205.67247,1607.41081
1205.83914,1607.54355
1205.90547,1607.9939
1206.12216,1608.07481
1206.19771,1608.13327
1206.59374,1608.21268
1206.70975,1608.42153
1206.73292,1608.81154
1206.84987,1608.84496
1206.87132,1608.99963
1206.97766,1609.04362
1207.34143,1609.1002
1207.38029,1609.13192
1207.40071,1609.40704
1207.43802,1609.65299
1207.5235,1609.94629
1207.77835,1610.28594
1207.83669,1610.30041
1207.97741,1610.38827
1207.99924,1610.62911
1208.01844,1610.71851
1208.04519,1610.86191
1208.07716,1611.12926
1208.15137,1611.25809
1208.18928,1611.32074
1208.26502,1611.49369
1208.47591,1611.77233
1208.51548,1612.01244
1208.59413,1612.14664
1208.74521,1612.18234
1208.79348,1612.23709
1208.82085,1612.27797
1208.85503,1612.3974
1208.9285,1612.44298
1209.0277,1612.51319
1209.20075,1612.58934
1209.35709,1612.95932
1209.44062,1613.01061
1209.63531,1613.27006
1209.7176,1613.35261
1209.78329,1613.40012
1209.8399,1613.43831
1209.92838,1613.4664
1209.98582,1613.91164
1210.02588,1613.95227
1210.0464,1614.08636
1210.26023,1614.22687
1210.66921,1614.44258
1210.72209,1614.77346
1210.74401,1614.81567
1211.00368,1615.3752
1211.0306,1615.68604
1211.24237,1615.77285
1211.25842,1615.85575
