MAL11E,CBA1R8C1
CCK955,CCK 600
OT,OT
,nal1200
,CCK1500
,
406.24577,639.97713
406.33686,640.06523
406.65832,640.32098
406.74038,640.35691
406.80016,640.39814
406.83139,640.52494
406.94336,640.77895
407.11614,640.9419
407.1383,641.02931
407.23563,641.06591
407.40171,641.19255
407.46739,641.24711
407.86373,641.29656
408.34991,641.43853
409.341,641.82303
409.78181,641.98905
409.83343,642.07504
409.8951,642.17924
410.19191,642.27049
410.32214,642.32549
410.41438,642.40719
410.58333,642.45286
410.81081,642.49787
410.84734,643.23559
410.90039,643.34652
410.95765,643.38438
411.07862,643.47085
411.10417,643.55127
411.28994,643.81331
411.40498,643.8986
411.97561,644.06675
412.10536,644.21888
412.21695,644.26449
412.35588,644.42476
412.39769,644.45321
412.76496,644.52955
413.16783,644.56094
413.27958,645.02808
413.3874,645.44111
413.47673,645.5601
413.64514,645.59289
413.71261,645.61739
414.02027,646.02298
414.38322,646.10938
414.78694,646.17724
414.83586,646.25659
414.97484,646.29794
414.99499,646.54974
415.02237,646.94619
415.60017,647.03503
415.76763,647.18015
416.00962,647.19602
416.14295,647.28248
416.47034,647.33046
416.49809,647.36909
416.80883,647.69671
416.98189,647.91511
417.07327,648.36115
417.76528,648.40126
417.91087,648.77446
418.01669,648.82775
418.38063,648.93826
418.6807,649.15124
418.92941,649.21001
419.00437,649.28089
419.59057,649.47009
419.63378,649.5416
420.19381,649.93954
420.35595,650.04217
420.45285,650.08984
420.55912,650.21219
420.94743,650.30638
421.13648,650.38613
421.17693,651.09596
421.19189,651.14251
421.23987,651.27274
421.89363,651.34235
422.02709,651.37053
422.15381,651.56563
422.4584,651.62648
422.55869,651.78578
422.94205,651.88441
422.99057,652.02582
423.00786,652.14675
423.03833,652.3721
423.37432,652.4995
423.75141,652.56656
423.76656,652.74513
423.78742,652.93477
424.12854,653.03688
424.44492,653.28718
424.57919,653.38262
424.69968,653.41655
425.10545,653.53685
425.27814,653.95374
425.62745,654.14107
425.71838,654.17831
425.77973,654.24803
425.83286,654.37394
425.91872,654.59187
425.96361,654.64963
426.11668,654.92748
426.55292,654.99966
426.76203,655.08345
427.12341,655.13385
427.1733,655.2675
427.22283,655.44487
427.38891,655.58322
427.97247,655.69431
428.15453,655.75557
428.31486,655.90963
428.34914,655.99278
428.42089,656.44815
428.43799,656.60333
428.81006,656.68779
429.07283,656.77196
429.15218,656.88397
429.2857,657.12411
429.45987,657.1535
429.50284,657.23514
429.73787,657.29538
430.06247,657.52479
430.10626,657.63801
430.3483,657.97959
430.43296,658.17183
430.5443,658.24905
430.59144,658.27365
430.64823,658.34821
430.84315,658.60336
431.0876,658.71781
431.86079,658.78215
431.98198,658.89531
432.04558,659.11758
432.11129,659.16569
432.2043,659.41456
432.45786,659.49092
432.62019,659.60823
432.70443,659.69257
433.19453,659.85545
433.25482,659.99571
433.31163,660.11404
433.36141,660.31765
433.41824,660.52833
433.84914,660.60051
433.90114,660.64758
433.93234,660.72737
433.99427,661.00084
434.44311,661.31877
434.52685,661.48468
434.5748,661.52006
434.69313,661.68199
434.75758,662.17101
434.80049,662.22148
435.38274,662.24827
435.56652,662.27505
436.33204,662.33247
436.36621,662.63873
436.42223,662.79761
437.5405,662.93003
437.61593,662.96279
437.67047,663.12973
438.23886,663.25939
438.47627,663.36943
439.13569,663.4955
439.3601,663.59662
439.39622,663.63887
439.41218,664.15635
439.65905,664.34088
439.67641,664.39351
440.15283,664.50476
440.69897,664.60035
440.75327,664.99678
440.79566,665.04173
440.83885,665.21829
441.02473,665.25105
441.21909,665.39692
441.2379,665.50595
441.29394,665.88441
441.50406,665.95382
441.63264,666.06808
441.78464,666.53196
441.90766,666.61266
442.15123,666.65705
442.1911,666.96612
442.42701,667.10533
442.48854,667.17255
442.78772,667.5155
443.04428,667.65569
443.22785,667.75082
443.30736,667.9224
443.40553,667.97785
443.53932,668.23885
443.74199,668.3686
443.84753,668.49873
443.89997,669.01611
443.96231,669.197
444.1121,669.27787
444.41218,669.32659
444.45007,670.04594
444.58363,670.13392
445.23654,670.17032
445.43729,670.20682
445.61469,670.33302
445.80511,670.40541
445.87993,670.47109
446.75903,670.52882
446.84957,670.62931
446.91366,670.84825
446.95859,671.34659
447.08416,671.49028
447.11234,671.72959
447.1785,671.76613
447.32866,671.80101
447.92689,672.0752
447.99512,672.11881
448.072,672.20867
448.13952,672.29659
448.19543,672.68244
448.35323,672.82079
448.80125,673.11439
448.90144,673.1481
449.04693,673.28686
449.10609,673.38583
449.13983,673.47596
449.19337,673.54363
449.21206,673.61064
449.41758,673.84652
449.58024,674.68695
449.61677,674.7218
449.922,674.91687
450.34663,674.96092
450.41731,675.07878
450.4681,675.15257
450.68934,675.48362
450.76827,675.52412
450.78747,675.85827
450.82877,676.0328
450.84212,676.32299
450.89872,676.39191
451.16678,676.48411
451.49142,676.60503
451.85185,676.68255
451.90242,676.85406
452.37132,677.55526
452.40694,677.5847
452.52863,677.64201
452.55725,677.7165
452.91602,677.77321
453.02079,677.95711
453.07552,678.02024
453.52354,678.36264
453.56713,678.45875
453.66093,678.59114
453.75357,678.72556
454.13678,678.85485
454.16123,679.01343
454.25889,679.04568
454.80069,679.1283
455.03721,679.24811
455.19958,679.53634
455.559,679.5664
455.58117,679.67501
455.97657,679.9016
456.16236,679.99374
456.2048,680.05084
456.30559,680.1014
456.66354,680.43835
456.75429,680.65893
456.86927,680.82065
456.91458,680.86144
457.15155,680.89869
457.32463,681.51716
457.471,681.61795
457.51129,681.67466
458.11965,681.73335
458.17491,681.76312
458.32285,681.80894
458.85059,681.92042
458.90384,682.19097
458.9222,682.36395
458.95859,682.45171
459.20732,682.55652
459.36444,682.71607
459.55841,683.12472
459.60386,683.17899
459.74775,683.32213
460.16216,683.37774
460.22622,683.48778
460.28613,683.60154
460.31476,683.69352
460.37948,683.8367
460.72603,684.389
461.22213,684.45292
461.25862,684.51205
461.32514,684.84522
461.36598,684.92343
461.39138,684.99919
461.43687,685.19169
461.45896,685.42983
461.81754,685.49233
461.98873,685.53086
462.03437,685.57163
462.16567,685.6435
462.25529,686.61175
462.86167,686.67101
463.06555,686.70516
463.2358,686.77305
463.37726,686.91474
463.44652,687.1577
463.74889,687.36997
463.78985,687.55361
463.82543,687.69952
463.84365,687.74904
463.92001,687.82291
464.07211,687.96369
464.09992,688.29835
464.51408,688.54503
464.72862,688.58839
464.95026,688.65987
464.99134,688.91255
465.01718,689.21121
465.03091,689.54537
465.05696,689.61124
465.07495,690.27478
465.13047,690.31493
465.52973,690.34739
465.56416,690.39348
465.93055,690.95958
466.00635,691.00008
466.63945,691.08347
466.75967,691.28184
466.79799,691.33773
466.84843,691.47021
466.92748,691.66122
467.02438,691.83153
467.0482,691.88543
467.33925,691.95687
467.9433,692.58224
467.98916,692.7841
468.16592,692.86494
468.28992,692.89814
468.32926,692.93172
468.39217,693.04275
468.4523,693.25309
468.50063,693.54296
468.77948,693.75669
468.92446,693.86045
468.95294,694.04251
469.13857,694.08131
469.69902,694.55263
469.80189,694.65495
469.94023,694.76528
470.12492,694.87605
470.14923,695.14638
470.17965,695.23773
470.21623,695.27023
470.65843,695.37265
470.73601,695.44381
471.2798,695.50507
471.34247,695.74241
471.36158,696.51039
471.53159,696.61546
471.76837,696.69902
472.21229,696.75792
472.25229,696.79334
472.27194,696.90387
472.30044,697.26852
472.34175,697.59131
472.42814,697.64704
472.4778,697.84846
472.81633,698.04699
472.82998,698.18963
472.98889,698.28325
473.04575,698.68629
473.14542,698.76813
473.21186,699.08389
473.65353,699.18831
473.8545,699.37767
473.87489,699.59137
473.92138,699.85011
473.98588,699.87335
474.03811,699.93355
474.49233,700.39197
474.53178,700.53937
474.55202,700.5641
474.58375,700.76843
474.87906,701.13201
475.57577,701.2159
475.59538,701.3903
475.77028,701.47121
476.02494,701.76966
476.12232,702.08473
476.2568,702.19303
476.29864,702.38851
476.33544,702.43317
476.68615,702.58613
476.7354,703.16634
476.99719,703.49838
477.16064,703.58033
477.20814,703.71167
477.25918,703.79876
477.28762,703.83536
477.4223,703.86526
477.45127,703.94674
477.85432,703.98174
477.93973,704.05201
478.16483,704.83071
478.4146,704.87991
478.60809,705.0871
478.63143,705.12014
478.97837,705.17645
479.05598,705.2253
479.07535,705.60262
479.10838,705.87539
479.3705,705.91386
479.53297,706.377
479.55465,706.75756
479.95738,706.78549
480.14476,706.81757
480.1971,707.33428
480.57183,707.92985
480.59057,707.96794
480.6429,708.00812
480.66479,708.04926
480.80739,708.30822
481.31432,708.45314
481.48456,708.57382
481.79526,708.71052
482.08434,709.29856
482.15285,709.36756
482.20203,709.85669
482.21856,710.06633
482.42769,710.38297
482.89793,710.44842
483.05815,710.48082
483.62913,710.52373
483.6574,710.79761
484.09212,711.03585
484.33386,711.25225
484.53641,711.31738
484.63397,711.53896
484.96486,711.64255
485.22388,711.71603
485.80041,711.78874
485.91844,711.98066
485.97846,712.11309
486.27332,712.43893
486.29853,712.89147
486.48546,713.00018
486.88912,713.3774
487.0814,713.43672
487.10014,713.47424
487.20288,714.0327
487.24131,714.14493
487.9693,714.22285
488.08385,714.30467
488.11898,714.60023
488.2234,714.66565
488.24851,714.7336
488.69372,715.15291
489.25751,715.50821
489.28904,715.5289
489.7478,715.61241
489.82902,715.66452
489.87438,716.02816
489.98528,716.24082
490.43279,716.33775
490.61842,716.3885
490.64791,716.40533
490.67838,716.45032
490.72146,716.59162
490.83657,716.91925
491.15582,717.14872
491.18108,717.17609
491.83508,717.84455
491.9,717.99427
492.23569,718.02451
492.28084,718.09923
492.40845,718.31877
492.65208,718.34391
492.90388,718.58573
493.06512,718.69165
493.15651,719.05237
493.21629,719.65723
493.24104,719.6976
493.32956,719.92679
493.39905,720.03124
493.75777,720.14448
493.82843,720.15998
493.89535,720.55155
493.94793,720.88533
494.29599,720.91516
494.54411,721.00059
494.75943,721.3072
494.92711,721.61365
495.346,721.67104
495.86346,721.77844
495.98919,721.9671
496.01947,722.03245
496.1346,722.50248
496.18628,722.74603
496.35298,722.76373
496.55682,722.81674
496.57636,722.85559
497.31741,723.39668
497.99003,723.43404
498.03978,723.92702
498.21197,724.1391
498.25308,724.77845
498.92624,724.8242
499.07623,724.8799
499.14533,724.93688
499.4235,725.0732
499.57727,725.18194
499.62679,725.6567
499.97413,725.83225
500.39292,726.02475
500.42596,726.16881
500.81772,726.48735
501.01044,726.5495
501.29573,726.58568
501.59227,726.64586
501.65063,727.11513
501.66931,727.49461
502.28583,727.61957
502.48865,728.03525
502.6671,728.16913
502.78058,728.19811
503.40088,728.37827
503.50654,728.79939
503.87238,728.98754
504.07315,729.0267
504.26231,729.15271
504.2888,729.26614
504.40401,729.31934
504.51506,729.54891
504.68018,729.59424
504.87429,729.7529
505.25568,730.19593
505.49474,730.22712
505.52913,730.25988
505.54421,730.32592
505.96367,730.38298
506.63181,730.73537
506.90249,731.14649
506.96944,731.33353
506.98514,731.49731
507.07552,731.53867
507.09635,732.02746
507.63289,732.07557
507.91364,732.31549
508.24944,732.39535
508.30949,732.74538
508.40582,732.97909
508.88343,733.10936
508.90219,733.35372
509.28095,733.56025
509.30913,733.66436
509.71381,733.98749
509.94462,734.31191
510.05694,734.33882
510.13519,734.40071
510.27041,734.48126
510.53411,734.67247
510.67037,735.00696
510.69555,735.03671
510.73626,735.08794
511.09774,735.11596
511.53556,735.16272
511.58348,735.79424
511.62164,735.84486
512.07144,735.92948
512.11986,736.25154
512.53323,736.29601
512.69676,736.59328
512.84623,736.81159
513.00304,736.98644
513.05575,737.10311
513.13767,737.29063
513.15328,737.77161
513.15351,737.82284
513.18037,737.91958
513.25964,738.48978
513.99216,738.59274
514.27037,738.62788
514.46623,738.71618
514.67231,738.88694
514.85673,739.12844
514.8732,739.3808
515.01492,740.04726
515.0361,740.17203
515.29351,740.32651
515.3504,740.36774
515.36572,740.47848
515.4711,740.61255
515.66677,740.67905
515.95386,740.72736
516.39544,740.95749
516.46506,741.33148
516.61596,741.38557
516.64565,741.4486
516.66349,741.49805
516.80655,741.58908
517.00301,741.66145
517.22139,742.21568
517.24014,742.30078
517.27603,742.35515
517.59792,742.41612
517.70898,742.83038
517.74084,742.86483
517.88982,743.02165
518.07336,743.68281
518.20554,743.92949
518.70267,744.18379
518.74588,744.23006
518.99575,744.25428
519.29666,744.91148
519.35328,744.95587
519.60432,745.00873
520.81332,745.29113
521.00938,745.91213
521.03028,745.96818
521.33282,746.1312
521.65759,746.20537
521.67734,746.28792
521.84199,746.43266
521.98693,746.70048
522.31193,746.98086
522.45698,747.16717
522.49364,747.22224
522.76307,747.73963
523.13149,747.86281
523.35603,747.90404
523.62983,748.23661
523.69581,748.28789
523.72023,748.50668
523.85604,748.6012
523.92376,748.97144
523.96291,749.40548
524.84811,749.48203
524.8942,749.50178
524.95392,749.85976
525.05722,750.16049
525.5572,750.22121
525.66403,750.26057
525.92627,751.05406
526.46298,751.09142
526.59181,751.21422
527.0933,751.3613
527.29127,751.44623
527.38874,751.80936
527.42964,751.96676
527.7651,752.11257
527.79718,752.38327
528.02544,752.51088
528.07095,752.72253
528.09242,752.81034
528.10696,752.90508
528.13728,753.18372
528.9763,753.44719
529.01606,753.54219
529.04358,753.68323
529.55851,753.79734
529.89117,754.37802
529.92302,754.40826
529.95818,754.43927
530.18973,754.5296
530.21453,754.83208
530.26243,754.89839
530.62507,755.45789
531.48959,755.89618
532.22502,755.9435
532.73157,756.00441
532.80938,756.14911
532.92742,756.19488
533.30529,756.7301
533.44139,756.77203
533.68007,756.94193
533.70795,756.9619
533.80937,757.18312
533.94702,757.3183
534.02539,757.56921
534.05644,757.61256
534.10263,757.6448
534.46097,757.68436
534.53487,758.52558
534.72196,758.92502
535.19291,759.56863
535.23785,759.62442
535.36298,759.72107
535.47227,759.75171
535.69131,759.86521
535.73988,760.12985
535.98246,760.2762
536.8309,760.3033
536.87034,760.72916
536.94316,761.11092
536.97567,761.17253
537.04918,761.28752
537.12665,761.42082
537.19887,761.46552
537.98986,761.57032
538.47714,761.97068
538.8268,762.0938
539.02712,762.86263
539.24343,763.13124
539.61976,763.31123
539.65471,763.36535
539.70548,763.46681
539.74009,763.71302
540.19549,763.87794
540.8653,763.91117
541.2431,763.94275
541.62704,764.1116
541.79855,764.22679
541.86994,764.41094
541.93247,764.46277
542.01234,764.75256
542.04393,765.65285
542.0734,766.05626
542.25369,766.16388
542.27508,766.27046
542.30026,766.47521
542.5276,766.58782
542.79633,766.73859
542.88725,767.15914
542.91449,767.26077
542.94159,767.58321
543.52581,767.98995
544.21446,768.30005
544.34752,768.49325
544.4701,768.54781
544.57016,768.6741
544.84953,768.80023
544.89945,769.1646
544.94627,769.35082
545.35328,769.46
545.85456,769.85106
545.94272,769.96444
546.01985,770.00398
546.46363,770.82226
546.49212,770.89939
546.51329,771.76356
546.82903,771.81657
546.86563,771.90264
546.88421,772.20134
547.27169,772.44621
547.50678,772.64817
547.8068,772.7559
548.01166,772.84826
548.02854,773.23716
548.06746,773.28757
548.11634,773.47131
548.20439,773.55494
548.35863,774.16078
548.37636,774.31605
548.40042,774.34888
548.99911,774.3894
549.38587,774.68471
549.46475,774.73254
549.53209,775.29535
549.67014,775.45077
550.01175,775.69206
550.2176,775.73713
550.3234,776.31628
550.48418,776.3783
550.83061,776.4654
550.84731,776.56245
550.86966,776.78263
551.04052,777.15866
551.13573,777.6362
551.48853,777.7291
551.6484,777.77255
551.82555,777.92144
551.93263,777.94071
552.08299,778.16184
552.36401,778.25557
552.48829,778.66554
552.54375,779.17801
553.26201,779.41368
553.44102,779.45862
553.9341,779.80166
553.97306,779.85025
554.03377,780.45705
554.55054,780.56944
554.78238,780.89159
555.11793,780.98131
555.22589,781.0886
555.29244,781.11939
555.35955,781.67807
555.75106,781.92224
555.93742,782.04333
555.96829,782.09893
556.01213,782.18171
556.70273,782.2636
556.8766,782.56364
557.16196,783.32741
557.18123,783.80106
557.29857,783.95957
557.51851,784.42633
558.17154,784.46591
558.30846,784.52403
558.5202,784.57862
558.58892,784.89519
558.85277,785.00843
558.94628,785.36768
558.98191,785.97115
558.99639,786.38875
559.29698,786.48765
559.38928,786.64565
559.47987,786.68558
559.55318,787.00362
560.21027,787.64428
560.36757,787.88455
560.60207,787.9617
560.7796,788.00153
560.79714,788.05127
560.87866,788.08799
561.03972,788.48956
561.12505,788.5758
561.24163,788.70085
561.35909,789.24455
561.75118,789.26781
562.02752,789.42807
562.14291,789.82024
562.17828,790.08441
562.19388,790.60046
562.23792,790.9533
562.25477,791.19726
562.34703,791.27299
562.82758,791.38706
562.90634,791.44559
563.3296,791.85903
563.40395,792.16579
563.71445,792.2067
563.73468,792.79576
563.75283,792.83508
563.89262,792.85876
564.34559,792.90021
564.61753,792.99375
564.8396,793.07456
564.87086,793.53919
564.88411,793.59855
564.94964,793.64539
565.0722,794.36407
565.17971,794.55092
565.35289,794.76856
565.44961,794.85616
565.46669,794.95405
565.51016,795.11144
566.1713,795.15619
566.57937,795.31851
566.827,795.45334
567.12274,796.11635
567.16447,796.17789
567.35649,796.43139
567.50963,796.48599
567.58463,796.91035
567.64965,797.04898
567.95899,797.16419
568.01807,797.88519
568.11255,798.14704
568.62476,798.19674
568.71291,798.30739
568.89011,798.51421
568.91755,798.65544
568.95931,798.70931
569.36878,799.1117
569.70202,799.2218
569.75223,799.2578
569.92151,799.34638
569.99146,799.42195
570.06836,800.10956
570.14465,800.26775
570.21056,800.32234
570.56985,800.37065
570.65805,800.77238
571.35747,800.82176
571.48093,800.98033
571.59626,801.04841
571.63493,801.11878
571.65277,801.50857
571.97983,801.55853
572.02778,801.65334
572.18503,802.48682
572.28866,802.5681
572.40419,802.60464
572.48231,802.76521
572.85364,802.79904
572.87268,802.90334
573.00772,803.22927
573.45951,803.31096
573.82643,803.99292
574.0868,804.0339
574.16676,804.26782
574.18162,804.863
574.60028,804.98865
574.78845,805.09403
574.81763,805.1287
575.25946,805.15284
575.30238,805.76542
575.32994,805.8952
575.36072,806.03063
575.40153,806.05787
575.45715,806.95781
576.18834,807.04668
576.50364,807.83157
577.11636,807.89447
577.96336,808.08535
578.0146,808.30061
578.06365,808.50768
578.13222,808.61101
578.15475,809.31447
578.20103,809.6962
578.24802,810.08348
578.58296,810.21104
578.66814,810.38412
579.004,810.46445
579.03538,810.66314
579.1085,810.68818
579.30516,810.78087
580.05667,811.06106
580.07177,811.12321
580.11472,811.57359
580.40945,811.82665
580.696,812.13777
580.79846,812.22964
581.02329,812.95079
581.07196,813.12038
581.17974,813.28664
581.22953,813.48529
581.61255,813.62022
581.63855,813.80326
582.07898,813.82804
582.13817,814.13266
582.54518,814.8301
582.61744,814.87567
582.69521,815.36478
583.13471,815.39884
583.23862,815.46947
584.20396,815.99269
584.36163,816.20756
584.54093,816.44805
584.61925,816.55416
584.6923,816.61322
584.95914,816.65929
585.20708,816.75951
585.23213,817.19498
585.75701,817.24364
585.80962,817.55468
585.90865,817.60051
585.93795,817.72328
586.03437,818.66499
586.1221,818.70495
586.17326,818.82422
586.53221,818.94062
586.88751,819.01173
586.97841,819.09684
587.00447,819.14918
587.45891,819.62183
588.02134,819.67003
588.34704,819.90925
588.3951,820.01243
588.72291,820.16801
588.87139,820.22598
588.90603,821.05835
588.9604,821.67873
589.36689,821.74551
589.61119,821.87745
589.99787,821.9309
590.27719,821.99022
590.38336,822.07461
590.4646,822.11885
590.58932,823.63407
590.65462,823.76243
590.97752,823.88043
591.48644,823.91595
591.59194,824.72238
591.61762,824.99481
591.72894,825.08526
591.75805,825.14059
591.97523,825.90113
592.27892,825.99704
592.30136,826.14092
593.01508,826.16888
593.35597,826.43216
593.53473,826.48314
593.57559,826.52767
593.59469,826.56816
593.63668,826.62508
594.02536,827.12443
594.10336,827.16623
594.16997,827.64426
594.33598,827.86815
594.66684,827.91144
595.12558,828.17466
595.16629,828.27017
595.22867,829.02858
595.46439,829.11307
595.98768,829.16989
596.59371,829.39352
597.00731,829.82331
597.5965,830.53237
597.74096,830.67473
597.83004,830.86442
597.88627,830.92073
598.52273,830.98504
598.58766,831.461
598.63187,831.91786
598.66698,831.98756
598.69495,832.12925
598.8933,832.18527
599.16122,832.26734
599.49499,833.2069
599.55609,833.27206
599.61349,833.36544
599.72868,833.93482
600.07474,834.33394
600.42986,834.76128
600.56445,834.86704
600.70246,834.97117
600.93974,835.03148
601.43648,835.17771
601.55387,835.2854
601.59409,835.36893
601.61549,835.94989
601.63797,836.03642
602.08992,836.11754
602.39008,836.74649
602.45709,836.79915
602.86153,836.85885
602.9551,837.1454
603.19198,837.18276
603.31353,837.76183
604.25283,837.82916
604.85031,837.90016
604.9068,838.14217
604.9287,838.86708
604.96925,839.54297
605.29118,839.695
605.32404,839.79803
605.39274,839.84846
605.41854,839.89689
605.44291,839.93965
605.51187,840.0375
606.14613,841.14378
606.29597,841.21926
606.68302,841.46568
606.80605,841.54567
607.08399,841.68355
607.44309,841.74603
607.71429,841.92902
607.76939,842.00497
607.85271,842.72784
607.92621,842.79195
608.1178,843.31534
608.27509,843.63451
608.34066,843.74112
608.55769,844.01818
608.62632,844.21023
608.81576,844.42317
609.51537,844.50751
609.53669,844.67296
609.64146,844.8309
610.1172,845.17092
610.39122,845.33883
610.84974,845.87265
611.00639,845.95245
611.23527,846.75571
611.81006,846.86745
612.00905,846.91412
612.27996,847.11849
612.44478,847.14884
612.4695,847.69095
612.52144,847.82416
612.54763,847.87986
612.73805,847.93058
613.05535,848.288
613.4651,848.51443
613.82918,848.60235
614.04307,848.67703
614.20545,849.16956
614.24997,849.29967
614.61631,850.22306
615.142,850.49853
615.26379,850.81548
615.44447,850.84306
615.51979,850.86944
615.58718,850.92118
615.99616,851.12469
616.06248,852.11738
616.20892,852.17619
616.34456,852.217
616.40396,852.61257
616.57651,853.01491
616.6163,853.10256
616.65485,853.14392
616.69357,853.17157
616.82468,853.22045
616.92819,853.26968
617.08134,853.56521
617.13782,853.62694
617.51768,853.90098
617.56808,854.23894
617.76487,854.33346
617.92739,854.63238
618.05102,854.8663
618.11534,855.05576
618.30077,855.10077
618.32349,855.24362
618.81036,855.30742
618.85452,855.3277
619.26,856.53862
619.2877,856.58779
619.53735,856.97035
619.61713,857.0517
619.68752,857.15583
620.24983,857.43787
620.35224,857.63053
620.52365,857.70747
620.85323,857.74048
621.18724,857.87197
621.51667,857.91844
621.87726,858.01324
622.69044,858.51548
622.7936,858.61731
623.12654,858.71951
623.17509,858.85339
623.23862,858.91116
623.30464,858.96266
623.33161,859.12448
624.03528,859.44282
624.15326,860.0879
624.35605,860.15041
625.07307,860.27843
625.34996,860.33788
625.4614,860.4164
625.88677,860.74849
625.93194,861.12699
626.1349,861.23236
626.46737,861.83115
627.33398,861.91933
627.5046,862.04575
627.6655,862.68536
627.76953,862.72561
627.8184,862.81236
628.12675,862.91313
628.21584,863.123
628.25906,863.20656
628.27589,864.02516
628.32342,864.13942
628.73623,864.3482
629.06442,864.61767
629.52444,864.90993
629.88398,864.99715
630.06274,865.1687
630.08289,865.30483
630.11007,865.53001
630.1492,866.30923
630.17178,866.49005
630.24796,866.56038
630.68227,866.6721
630.73649,867.06009
631.32984,867.08948
631.52162,867.28569
631.76759,867.44994
631.88483,867.5596
631.96438,867.65794
632.11744,867.95568
632.15295,868.40285
632.37924,868.49446
632.44643,868.52912
632.71382,868.64345
632.78392,869.34902
633.15062,869.74655
633.55131,869.82489
633.63198,869.92147
633.88552,870.0942
634.17707,870.19075
634.44623,870.49611
634.57328,870.66487
634.61311,871.03924
634.72115,871.15817
634.7538,871.8985
635.63647,872.07154
635.66407,872.75225
635.92139,872.7912
636.09414,873.00981
636.62942,873.42872
636.65216,873.97058
636.88843,874.03702
637.82848,874.08569
638.08748,874.14175
638.41795,874.47711
638.52022,874.5641
638.86909,874.78498
639.01323,875.1756
639.28118,875.76392
639.32758,875.93243
639.68113,875.98416
639.90164,876.13575
639.93574,876.42994
640.19222,876.78686
640.22375,876.88658
640.24058,877.31227
640.38111,877.41536
640.45065,877.46646
640.64654,877.51176
640.93984,877.88191
640.95987,878.61217
640.98276,878.80368
641.21371,878.82533
641.52594,878.94168
641.62725,879.32319
641.7365,879.36502
642.0829,879.75774
642.11934,879.90117
642.31077,879.96135
642.68175,880.02816
642.76696,881.71327
643.1249,881.80544
643.43449,881.91409
643.51376,881.96044
643.54231,882.01144
643.63712,882.09805
643.85346,882.20095
643.88137,883.08331
644.36773,883.15162
644.46311,883.21262
644.74595,883.24509
645.00665,883.64707
645.31027,883.70303
645.68411,884.61516
645.78932,884.65995
645.9576,884.75665
646.01732,884.90884
646.27053,885.13311
646.46959,885.1626
646.62349,885.46032
646.6991,885.59918
646.96749,886.50035
647.01074,886.54812
647.02914,886.59387
647.20828,886.97774
647.29146,887.99519
647.3193,888.04801
648.4782,888.07863
648.66205,888.15961
648.7063,888.56444
649.60141,888.7399
649.72101,888.81899
650.02561,888.91627
650.16895,889.04517
650.23259,889.0744
650.58729,889.1441
650.64539,889.44363
650.91539,890.23194
651.02448,890.30981
651.07021,890.39724
651.52919,891.04996
651.9305,891.08697
651.99286,891.82044
652.0267,891.97442
652.33066,892.13241
652.73211,892.2043
652.79174,892.35058
653.19786,892.5562
653.46484,892.62573
653.95775,893.11925
654.21237,893.14938
654.25321,893.22374
654.26652,893.26398
654.29851,893.40786
654.32287,893.58237
654.54384,893.6261
655.05714,894.0848
655.49481,894.40496
656.3654,894.47593
656.40732,894.53058
656.50346,894.64938
656.56153,894.68147
656.7707,894.83268
657.36826,895.68187
657.4118,895.79293
657.43938,895.86609
657.99357,896.17599
658.09848,896.20176
658.12374,896.26857
658.14683,896.33167
658.23618,896.43166
658.30873,896.5044
658.82735,896.54655
658.94222,898.38611
658.9603,898.55265
659.01731,898.74923
659.34394,898.87049
660.10173,899.19629
660.32792,899.86889
660.75232,899.94639
660.90783,900.07897
661.21721,900.12734
661.28006,900.17889
661.91118,900.22802
662.10922,900.36552
662.14213,900.68472
662.17023,900.94231
662.26762,901.24495
662.3397,901.28425
662.4439,902.39494
662.63711,902.7222
663.27259,902.78248
663.36173,903.21877
663.62112,903.256
663.66451,903.46284
663.72283,903.5627
663.74946,903.665
664.71829,903.77856
664.8703,903.87098
664.98114,904.6692
665.3677,904.7562
665.39391,905.32053
665.49456,905.40709
666.17895,906.09929
666.24023,906.12855
666.26294,906.37117
666.93139,906.46858
666.95583,906.88468
667.02086,907.29197
667.05415,907.33107
667.53217,907.38242
667.61286,908.0839
667.66176,908.15535
667.81202,908.18591
667.89248,908.34018
667.94254,908.37438
668.43921,908.39796
668.85932,908.46436
668.94798,909.2377
668.9694,909.32286
668.99975,909.58388
669.69707,909.65454
669.77685,909.72747
670.03963,909.81736
670.68401,910.05712
670.7073,910.25317
670.93882,910.30164
670.97086,910.94984
671.11287,910.97109
671.15032,911.08376
671.53497,911.58147
671.56584,912.2732
671.63124,912.93916
672.04654,913.07383
672.31197,913.10354
672.33219,913.26192
672.36646,913.75639
672.43471,914.00012
672.64488,914.04595
672.66547,914.10752
672.71898,914.33208
672.82028,914.38464
672.9599,914.45373
673.67173,914.6761
673.72254,914.82788
674.18655,914.8776
674.32688,915.26268
674.40178,915.51117
674.45286,915.61943
675.10854,915.67958
675.24691,915.73736
675.33031,915.87354
675.96493,916.29634
676.02575,916.66262
676.50538,916.90336
676.68902,917.0764
676.72909,917.10776
676.79982,917.21238
676.98845,917.51075
677.46566,918.18453
677.50792,918.2593
677.59637,918.31777
677.61583,918.4367
678.30828,918.46123
678.49619,918.5091
678.68377,918.62799
678.78159,918.97803
679.15211,919.11776
679.27591,919.19734
679.55626,919.46058
679.79941,919.53381
679.88564,919.61506
680.16856,919.76896
680.85637,919.92125
680.89256,920.33291
681.27245,921.08968
681.3851,921.2951
681.82262,921.35972
